classification	sessionId	first_ts	last_ts	n_prompts	feature_score	exclude_score	projects	first_prompt
FEATURE	26e5cbfe-4371-4f10-9d28-2613abe085df	2026-03-24T13:29:43.603000	2026-03-24T13:54:59.365000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/955 reivew this pr end to end and see the issue associated with it, and see if there is any   hardcoded stuff, meaning if its just trying to solve a particular iss
FEATURE	55965a5d-e2b4-4719-9b6a-397b4974bc9e	2026-03-24T13:30:03.085000	2026-03-24T13:38:10.609000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/956 reivew this pr end to end and see the issue associated with it, and see if there is any   hardcoded stuff, meaning if its just trying to solve a particular iss
FEATURE	2c1535e0-d849-4c40-96c4-d397fa1ba07f	2026-03-24T13:33:47.379000	2026-03-24T13:38:42.649000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/926 commit 9f6d61522 reivew this pr end to end and see the issue associated with it, and see if there is any   hardcoded stuff, meaning if its just trying to solve
FEATURE	572b8480-dc38-4d45-b2e0-b926a6fcce59	2026-03-24T13:36:47.895000	2026-03-24T13:36:47.895000	1	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	i want you fully review this pr https://github.com/promptdriven/pdd_cloud/pull/524 commit d31c0f43e86999169ecd3def0df484c19ffe0283 reivew this pr end to end and see the issue associated with it, and s
FEATURE	676df738-6750-4f2a-b061-355f4889b5cb	2026-03-24T13:42:16.125000	2026-03-24T13:47:33.019000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +8 lines] any reason this pr should not be merged https://github.com/gltanaka/pdd/pull/926
FEATURE	cfcd34bd-7175-4559-82a4-0d26d2f11d36	2026-03-24T13:43:28.598000	2026-03-24T13:49:53.741000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #2 +14 lines]955
FEATURE	3313b57a-9ee5-4ce3-ad7d-c34cbf2f72b5	2026-03-24T13:46:40.431000	2026-03-24T14:12:12.830000	4	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +14 lines]https://github.com/promptdriven/pdd_cloud/pull/524
FEATURE	a5915daf-e447-4346-87f2-0055e0109d5f	2026-03-24T13:51:13.315000	2026-03-24T14:00:26.255000	2	6	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/pull/524 can you check any junk files not realted to pdd-issue we should remove
FEATURE	2f24faf2-1411-4deb-8152-84c22e1a990f	2026-03-24T14:00:59.804000	2026-03-24T16:04:06.511000	14	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +3 lines]
FEATURE	2bb3cbb5-af51-4bc3-b254-6cf8897a4ecb	2026-03-24T14:06:01.707000	2026-03-24T14:09:41.290000	2	1	0	<LOCAL_WORKSPACE>/pdd_cloud	review https://github.com/promptdriven/pdd_cloud/pull/776 [Pasted text #2 +14 lines]
FEATURE	a56ec4ba-10fc-4bef-a2cb-19f6832cf9e0	2026-03-24T14:13:01.602000	2026-03-24T14:50:23.619000	3	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	review https://github.com/promptdriven/pdd_cloud/pull/524 [Pasted text #1 +14 lines]
FEATURE	19b40ad4-633c-4651-b21c-ef8d49517383	2026-03-24T14:13:16.977000	2026-03-24T14:13:16.977000	1	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	review review https://github.com/promptdriven/pdd_cloud/pull/524 [Pasted text #1 +3 lines]
FEATURE	60fc010f-67d1-4104-99c5-6b92d34d35e7	2026-03-24T14:54:03.027000	2026-03-24T15:10:47.602000	11	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/issues/782 what pdd command should i use for this
FEATURE	e4c6fbf5-6664-44a7-b27f-77f69bddf936	2026-03-24T16:09:55.757000	2026-03-24T16:48:53.616000	5	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	/pr-comments https://github.com/gltanaka/pdd/pull/956
FEATURE	1764ac52-94a7-4803-9fe0-04d264bad472	2026-03-24T16:11:43.769000	2026-03-24T16:45:45.959000	13	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/955 for this commit is this pdd/agentic_e2e_fix_orchestrator.py not hardcoded what you think and what should have been done
FEATURE	a1b01aa9-5c19-47c5-b100-7fdb071b8f58	2026-03-24T16:12:38.541000	2026-03-24T18:19:14.495000	20	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	/pr-comments https://github.com/gltanaka/pdd/pull/926
FEATURE	8dae23a7-667d-40af-81ad-d23443e1ec55	2026-03-24T17:07:43.881000	2026-03-24T17:11:18.020000	2	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/pull/524 see if copiliot comments were addressed i dont remember if we did or not, can you verify
FEATURE	5dbb42bd-7e27-4775-959d-d9eda2077a80	2026-03-24T17:15:57.142000	2026-03-24T18:47:05.459000	9	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	i had a faulure on test=pr-955 <LOCAL_WORKSPACE>/pdd-gltanaka/.pdd/worktrees/test-pr-955/test-results/cloud-batch-results.md report, can you help me investigate why there failures
FEATURE	2e9875f9-13eb-4eff-9c37-38b202d741d5	2026-03-24T17:52:16.111000	2026-03-24T18:11:48.405000	3	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +14 lines] and see if this pr is ready to be merged https://github.com/promptdriven/pdd_cloud/pull/524
FEATURE	bdb9c9f6-0d37-4a17-abfc-b2c31e53e6fe	2026-03-24T17:53:04.799000	2026-03-24T18:00:17.184000	2	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/pull/524 review this [Pasted text #1 +20 lines]
FEATURE	549494ab-b07c-42b9-a69f-548d1df2398e	2026-03-24T18:11:24.640000	2026-03-24T18:11:24.640000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +14 lines]
FEATURE	22d3d9ed-96be-41a6-af1c-6c6707de5d70	2026-03-24T18:11:32.610000	2026-03-24T18:11:32.610000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +28 lines]
FEATURE	fcb1cb15-8064-4199-a61a-bc7123e08501	2026-03-24T18:12:36.388000	2026-03-24T18:12:36.388000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +57 lines]
FEATURE	40fb24b5-750f-4fd5-95f8-dc8c40c405a8	2026-03-24T18:12:46.153000	2026-03-24T18:12:46.153000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +57 lines]
FEATURE	cff5bc5c-50de-4c87-a1d2-aa310d7875e6	2026-03-24T18:20:11.276000	2026-03-24T18:58:33.302000	7	9	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	can you review my new feature which is autonomous solving, pdd-issue its a new feature i build and its almost ready i want you to fully understand it go through existing pdd fully its a addition to gi
FEATURE	24f4c798-85e9-4dff-9657-322e9f13347e	2026-03-24T18:44:57.788000	2026-03-24T18:44:57.788000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	/exit
FEATURE	a7ce89d2-ccd0-4b51-b202-43b4c784a6bd	2026-03-24T18:46:23.971000	2026-03-24T18:46:23.971000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/955 i was trying to run make cloud-test but its failing everytime can you help me fix it
FEATURE	6368605b-4e6e-42dd-8955-869ff2e0dd05	2026-03-24T19:00:15.612000	2026-03-24T19:00:15.612000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/955 [Pasted text #1 +14 lines]
FEATURE	473cb8fa-352f-4de7-a1fa-9bf11935eb42	2026-03-24T19:00:49.777000	2026-03-24T19:24:31.994000	4	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/955 why this pr should not be merged
FEATURE	bbb24e8a-3b58-4333-96eb-f4f553cd33d8	2026-03-24T19:24:40.589000	2026-03-24T19:24:40.589000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	review https://github.com/gltanaka/pdd/pull/955   [Pasted text #1 +28 lines]
FEATURE	7e148dfb-a72f-4e21-b8d9-045c81533a71	2026-03-25T09:25:42.384000	2026-03-26T20:06:53.916000	91	14	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	we were building a new feature autonomus solver, pdd-issue i made a pr sent to review for review, but there were review concerns, i want you to go through existing github app commands for pdd, and my
FEATURE	d25af990-c463-448a-9aca-a67ef28d7eeb	2026-03-25T10:04:48.174000	2026-03-26T09:20:59.364000	44	4	0	<LOCAL_WORKSPACE>	go through this issue https://github.com/promptdriven/pdd_cloud/issues/671 and see the pr associated with it, the first commit is by pdd bug, i want you to analyse and evaluate both performance how th
FEATURE	65a57d8a-c1e0-401c-9aa7-10dee0cfb45a	2026-03-25T10:11:56.570000	2026-03-25T10:18:14.403000	4	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +7 lines] i am giving Claude this prompt tell me how good this prompt is, if any way i can improve it basically i want it to run pdd commands to solve issues, but at same time catch wh
FEATURE	3792ca34-ab33-4726-bdea-0399550ebb6c	2026-03-25T10:12:35.203000	2026-03-25T10:44:20.264000	3	7	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	look at pr 524 and the issue https://github.com/promptdriven/pdd_cloud/issues/782 and see if the issue has been resolved in the pr, if it did, how good you think the soluton is and if any improvement
FEATURE	970f3544-30c3-4577-947e-5f28402eb385	2026-03-25T10:16:01.093000	2026-03-25T10:24:23.528000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	can you find any duplicates in pdd_cloud, pdd public repo and gltanka issues created by me, some were even merged and their duplicates are still open can you find all and create a list, i want to clea
FEATURE	d2223fe5-e76b-45ed-b955-2b6b250623c0	2026-03-25T10:47:56.151000	2026-03-25T11:15:38.642000	5	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	look at this issue https://github.com/promptdriven/pdd/issues/722 and see if you can find a duplicate somehwere for it with body as well
FEATURE	91da0f3a-4213-4f92-86ad-92e05d1a530e	2026-03-25T11:35:16.279000	2026-03-25T11:38:33.799000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/956  [Pasted text #1 +33 lines]
FEATURE	ea0bbd3b-4015-482c-a9ee-e6d487371625	2026-03-25T11:40:08.924000	2026-03-25T12:35:49.227000	12	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +63 lines]
FEATURE	ca3efcba-cf4e-4060-b29a-5bc8fef8ac91	2026-03-25T11:50:38.263000	2026-03-25T11:50:38.263000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +126 lines]
FEATURE	2d1598b4-1efd-4f58-9231-f6f6fd420a80	2026-03-25T11:50:56.481000	2026-03-25T11:50:56.481000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/956  why this pr should not be merged
FEATURE	d2250f80-4ae2-414b-9939-95faaa8d9f7c	2026-03-25T12:06:08.254000	2026-03-25T12:06:08.254000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +126 lines]
FEATURE	49a68ed7-ca7b-4752-91f6-bb509b9187f3	2026-03-25T12:06:23.945000	2026-03-25T12:06:23.945000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged https://github.com/gltanaka/pdd/pull/956
FEATURE	3b2cb57e-11fd-4f5d-bde1-5597155d6c64	2026-03-25T12:38:09.246000	2026-03-25T13:33:04.817000	6	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	pull request 524 [Pasted text #1 +35 lines]
FEATURE	274b7009-30d0-4642-9ca4-518b86411ecd	2026-03-25T13:33:11.142000	2026-03-25T13:33:19.896000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +49 lines]
FEATURE	5b321036-359a-4103-9850-da7aaf009283	2026-03-25T13:45:08.079000	2026-03-25T18:01:27.715000	12	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	go through my recent PRs that received review comments; analyze why my PRs are not fully ready, and identify recurring feedback, the standard is to make PRs fully ready, the workflow uses
FEATURE	f7e71bbe-8e6c-48e4-8459-86156340edbd	2026-03-25T13:47:44.182000	2026-03-25T13:47:44.182000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	pull request 524 [Pasted text #1 +34 lines]
FEATURE	e758299b-f459-4416-b747-8ed4d241cf81	2026-03-25T13:55:24.802000	2026-03-25T13:55:24.802000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	pull request 524[Pasted text #1 +34 lines]
FEATURE	083b2e76-00cc-49f3-a7ea-bcdd284bbb8d	2026-03-25T14:18:53.577000	2026-03-25T15:07:34.829000	11	1	0	<LOCAL_WORKSPACE>	I saw that the github app is not working, but i am using it its working, can you investigate why its not working in that environment but working in one environment on pdd_cloud,  is it because i am worki
FEATURE	a0e44edc-cac0-4984-a094-417cbe03cbc4	2026-03-25T14:21:08.593000	2026-03-25T14:44:37.590000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	/loop https://github.com/gltanaka/pdd/pull/965  [Pasted text #1 +140 lines]
FEATURE	f24bda3b-4672-4c15-afd1-94b534b6be63	2026-03-25T14:28:52.120000	2026-03-25T14:28:52.120000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/965 [Pasted text #2 +140 lines]
FEATURE	28160204-a1b4-4428-a6a0-38954c722eb9	2026-03-25T14:39:18.236000	2026-03-25T14:39:18.236000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/965 [Pasted text #1 +34 lines]
FEATURE	b6664d07-a0c4-4b3a-a656-4887401dbb34	2026-03-25T14:43:20.453000	2026-03-25T14:43:20.453000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/965 why this pr should not be merged
FEATURE	bb29fbec-1659-4e7f-8af1-8add7117bbc5	2026-03-26T09:14:10.501000	2026-03-26T11:45:11.835000	8	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Image #1]i see this not real users on primpt driven, can you dig deep and help me create issue on this
FEATURE	473dd10b-dfeb-43cf-bff8-93abd79e549e	2026-03-26T09:20:17.655000	2026-03-26T09:25:33.852000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/issues/787 can you see this issue and if its a real issue and how to fix it
FEATURE	0ff1f26a-50b0-4a15-af9e-ff0912062c4d	2026-03-26T10:03:58.340000	2026-03-26T15:11:52.291000	44	1	0	<LOCAL_WORKSPACE>	look at this issue https://github.com/promptdriven/pdd_cloud/issues/787 and dig deep, treat this report as unverified and investigate it from first principles
FEATURE	3f82fdc6-8750-4a6c-9ca0-1f6b07b730b0	2026-03-26T10:10:02.480000	2026-03-26T11:40:32.822000	15	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd/issues/725 look at this issue its a duplicate there is another one with a body find it and explain the issue and how to solve it, and if there is a pr alre
FEATURE	abf4626e-4402-4a2d-ab1d-7cafa9d0e918	2026-03-26T10:40:17.015000	2026-03-26T14:23:34.932000	25	1	0	<LOCAL_WORKSPACE>	https://github.com/gltanaka/pdd/issues/974 [Pasted text #1 +36 lines]
FEATURE	391fe7d7-0e38-4760-8549-af371b3aafc4	2026-03-26T11:41:39.414000	2026-03-26T11:43:57.834000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 do we really need this pr, is anything wrong with it, anything hardcoded, whats wrong witht this pr
FEATURE	a0cff248-23a9-480a-89a1-216ee3fb9557	2026-03-26T11:41:45.034000	2026-03-26T11:44:11.210000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 why this pr should not be merged
FEATURE	573a6d3a-e096-4aec-ab46-9d5b18741168	2026-03-26T11:41:55.416000	2026-03-26T11:41:55.416000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 [Pasted text #1 +84 lines]
FEATURE	9b28ef10-ce4f-407c-b52e-97d603101026	2026-03-26T11:42:08.576000	2026-03-26T11:42:08.576000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 [Pasted text #1 +34 lines]
FEATURE	50905ef5-0074-4b44-8e63-79a346a4e67c	2026-03-26T11:46:11.117000	2026-03-26T11:48:16.448000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 do we really need this pr, is anything wrong with it, anything hardcoded, whats wrong     witht this pr
FEATURE	bcff72fb-4619-46a8-a974-e506a1c68bbe	2026-03-26T11:46:23.191000	2026-03-26T11:59:31.232000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 why this pr should not be merged
FEATURE	f7faad86-9379-4e46-96d2-a9ac12d0915a	2026-03-26T11:59:47.121000	2026-03-26T12:09:03.422000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 do we really need this pr, is anything wrong with it, anything hardcoded, whats wrong
FEATURE	da696606-1a43-4820-94e5-c17ac8b6d4c6	2026-03-26T12:00:01.094000	2026-03-26T12:01:48.749000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 why this pr should not be merged
FEATURE	469b7498-eb30-46e8-b7c5-a004fbc8d7a2	2026-03-26T12:10:36.486000	2026-03-26T12:10:36.486000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +4 lines]
FEATURE	c6a797a9-d0d1-41b9-93d4-ca1e4c161e33	2026-03-26T12:55:20.364000	2026-03-26T12:57:58.604000	4	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 is this pr really needed for pdd?
FEATURE	5efc0ba2-0fcf-499b-a257-5cbc5254bd76	2026-03-26T13:00:40.867000	2026-03-26T13:24:21.732000	9	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 is this pr really needed for pdd?
FEATURE	04fcc11b-e2a4-480b-ac7f-8277ff93d33d	2026-03-26T13:03:54.772000	2026-03-26T13:03:54.772000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 is this pr really needed for pdd?
FEATURE	16da3c9d-8967-40b2-a186-6ce232cfe22d	2026-03-26T13:27:28.759000	2026-03-26T14:15:30.199000	13	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/941 do we really need this pr, why should this not be merged?
FEATURE	d787fb8f-751e-4915-ad80-e2d95499fdd5	2026-03-26T16:20:49.857000	2026-03-26T16:26:34.428000	5	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged https://github.com/gltanaka/pdd/pull/941
FEATURE	4234c75a-2447-4f95-811f-7a499f019b80	2026-03-26T16:27:51.671000	2026-03-26T16:34:04.530000	5	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged https://github.com/gltanaka/pdd/pull/941
FEATURE	0aa4348b-368c-4d90-a127-e1b6b945a438	2026-03-26T16:34:43.007000	2026-03-26T16:48:15.458000	6	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged https://github.com/gltanaka/pdd/pull/941
FEATURE	06db676d-fb27-4384-ba67-78e739cea689	2026-03-26T19:43:59.764000	2026-03-26T19:43:59.764000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	/resume
FEATURE	12ac2b96-7491-4a41-a0d9-4102028f13aa	2026-03-27T10:17:31.550000	2026-03-27T13:39:17.451000	8	1	0	<LOCAL_WORKSPACE>	https://github.com/promptdriven/pdd_cloud/pull/524 why this pr should not be merged, any problems also reabse it with origin main and sync with github ]
FEATURE	b4c7290f-4201-40ec-a1c9-5d9102e92ea9	2026-03-27T10:29:13.183000	2026-03-27T11:09:23.057000	3	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	there is a new person in our pdd team, the goal is best way to understand all of pdd is to use pdd so the task is to create a simple app so that a user can run pdd and see how it works so it can un
FEATURE	be55d709-f52f-48d3-b0fb-0c0dcbb831a2	2026-03-27T11:37:05.112000	2026-03-27T14:57:41.259000	4	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	recently my PRs keep receiving review comments, i think merge standards are stricter now, although the PR review workflow uses Claude, and i am not sure what the review prompt says but ever
FEATURE	bcc0e7c6-53ce-458a-8d2c-0caa9b4a0e7e	2026-03-27T11:38:26.197000	2026-03-27T11:47:08.521000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	[Pasted text #1 +6 lines] the PR review workflow uses Claude, it reviews find problems fix commit and do this in a loop until its 100% as Claude will not make the pr 100% in one run, so b
FEATURE	958a41a8-c9d1-4757-b4d5-71e17bf436d8	2026-03-27T14:43:22.192000	2026-03-27T14:44:55.292000	2	5	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	find me an issue i can work on in public repo of pdd, basically there is a new guy in our team, i have to walk that environment through how to use pdd, so i want you to help me pick an issue, which i can use to gui
FEATURE	ba5f31de-c7d1-4478-8050-271870d44339	2026-03-27T15:06:12.676000	2026-03-27T15:06:12.676000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/982 [Pasted text #1 +106 lines]
FEATURE	3e64f7dd-8d0d-4d96-9225-e8ad9e2aaa33	2026-03-27T15:06:25.495000	2026-03-27T15:10:22.146000	4	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/pull/982 is this pr we really need?
FEATURE	34b9bd16-6a5c-4a81-a7e0-62e6bb58a84d	2026-03-27T15:08:27.381000	2026-03-27T19:26:28.259000	48	11	0	<LOCAL_WORKSPACE>	gltanaka/pdd#985 look at this issue and do you think is this realy a good issue, what        would you rate it, do deep investigation on the issue and the codebase and see if its         false or real
FEATURE	fec715a0-c1ce-4d8e-999e-c8d13f9b5733	2026-03-27T15:13:19.584000	2026-03-27T17:09:43.032000	4	2	0	<LOCAL_WORKSPACE>	look at these prompts i had these before pdd-issue now it replaces these all create me a master prompt for pdd-issue now [Pasted text #1 +75 lines][Pasted text #2 +111 lines] before making it make sur
FEATURE	c97d56cc-75ef-4c31-9dbb-9c97e74f0708	2026-03-27T15:18:50.121000	2026-03-27T15:22:45.423000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged as it is   https://github.com/gltanaka/pdd/pull/982
FEATURE	c8aed8e0-c59c-4215-a3e8-b6c357aa73e4	2026-03-27T15:21:17.870000	2026-03-27T15:21:17.870000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged as it is                              https://github.com/gltanaka/pdd/pull/982
FEATURE	fe39b1fe-62b5-4625-810d-065b2547d326	2026-03-27T15:25:03.347000	2026-03-27T15:27:03.852000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged as it is                              https://github.com/gltanaka/pdd/pull/982
FEATURE	b28a752d-eadb-4e80-8ef1-a0a9c157d79b	2026-03-27T15:30:00.419000	2026-03-27T15:44:50.483000	2	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	why this pr should not be merged as it is                                                                                                      https://github.com/gltanaka/pdd/pull/982
FEATURE	5a851dbf-71c8-41c7-964e-d78586e45005	2026-03-27T16:14:52.050000	2026-03-27T17:32:08.115000	20	8	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/issues/804 can you look into this issue how would you resolve this issue
FEATURE	a5322d23-0858-46d6-b50d-5b8fddc27b03	2026-03-27T16:19:16.978000	2026-03-27T16:19:16.978000	1	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/gltanaka/pdd/issues/990 do we really need to solve this issue
FEATURE	a521e8bf-cb7e-456e-aca0-ebc652885cd0	2026-03-27T17:15:00.091000	2026-03-27T18:11:15.063000	24	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	https://github.com/promptdriven/pdd_cloud/pull/799 this is a pr that got merged, so next time we wont have problem with test user but what to do with existing test user leak we have on prod right now,
FEATURE	0d1c8f5f-c98d-4501-9c81-de0b0041f63f	2026-03-27T18:04:00.501000	2026-03-27T18:38:02.936000	6	4	0	<LOCAL_WORKSPACE>/pdd_cloud/.pdd/worktrees/change-issue-523	can you find me a good issue that is at least 2 weeks old, I want to use it as a good onboarding issue, it should be good, give me few suggestions take your time
